ID,NAME,DESCRIPTION,PRICE
925,"Cheese - Mozzarella, Buffalo",orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,70.27
926,Soup - Campbells Chili,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,21.73
927,Parsley - Dried,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,21.68
928,Langers - Mango Nectar,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,85.76
929,Wine - Puligny Montrachet A.,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,6.03
930,Pie Filling - Pumpkin,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,1.05
931,"Wine - Cahors Ac 2000, Clos",odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,37.11
932,Sugar - Monocystal / Rock,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,92.05
933,"Bread - Roll, Whole Wheat",habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,97.43
934,Quail - Jumbo Boneless,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,5.16
935,Pasta - Canelloni,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,84.19
936,Flavouring - Orange,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,31.02
937,Cinnamon Buns Sticky,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,60.68
938,Bread Base - Goodhearth,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,77.55
939,Fib N9 - Prague Powder,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,23.29
940,Flour - Strong,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,34.41
941,Juice - Propel Sport,neque duis bibendum morbi non quam nec dui luctus rutrum,61.33
942,Alize Sunset,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,8.23
943,Peppercorns - Pink,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,89.52
944,Cheese - St. Paulin,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,54.53
945,"Lentils - Red, Dry",in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,15.05
946,Oil - Peanut,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,63.24
947,"Pork - Ham, Virginia",elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,47.23
948,Wine - Champagne Brut Veuve,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,66.57
949,Cookies - Englishbay Chochip,lacus purus aliquet at feugiat non pretium quis lectus suspendisse,42.73
950,Figs,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,68.36
951,Quail - Jumbo Boneless,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,66.63
952,Veal - Striploin,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,96.47
953,Pancetta,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,82.24
954,Cheese - Asiago,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,83.25
955,"Soup - Canadian Pea, Dry Mix",leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,88.17
956,"Yogurt - Banana, 175 Gr",lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,46.31
957,"Wine - Red, Cabernet Sauvignon",amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,9.13
958,"Pasta - Rotini, Colour, Dry",cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,42.46
959,Muffin Carrot - Individual,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,17.3
960,Flower - Carnations,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,8.08
961,Beer - Pilsner Urquell,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,37.17
962,Chips Potato All Dressed - 43g,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,26.62
963,Flower - Carnations,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,66.55
964,Mcgillicuddy Vanilla Schnap,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,69.39
965,Chicken - Wieners,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,94.77
966,Chicken Breast Wing On,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,81.18
967,Bay Leaf Ground,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,99.79
968,Container - Hngd Cll Blk 7x7x3,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,96.03
969,Wine - Zinfandel California 2002,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,24.43
970,Thyme - Dried,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,86.27
971,Maple Syrup,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,10.2
972,Beans - Yellow,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,98.31
973,Vinegar - Champagne,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,87.07
974,Island Oasis - Peach Daiquiri,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,86.18
975,Wine - Duboeuf Beaujolais,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,99.91
976,Chocolate Eclairs,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,22.19
977,Tuna - Loin,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,83.44
978,Sugar - Icing,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,98.92
979,"Beef - Kindney, Whole",venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,15.37
980,Coffee - Dark Roast,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,26.75
981,Shrimp - Black Tiger 13/15,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,87.3
982,"Tortillas - Flour, 12",dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,11.49
983,Yogurt - Plain,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,32.85
984,"Pepper - Julienne, Frozen",pede ullamcorper augue a suscipit nulla elit ac nulla sed,44.8
985,Table Cloth 54x72 Colour,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,41.87
986,Sandwich Wrap,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,84.9
987,Venison - Liver,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,87.43
988,Pastry - Baked Cinnamon Stick,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,12.49
989,Pepper - Yellow Bell,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,41.73
990,Chutney Sauce - Mango,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,53.04
991,Island Oasis - Strawberry,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,80.32
992,Nantucket Pine Orangebanana,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,55.07
993,Olives - Kalamata,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,25.67
994,Thermometer Digital,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,68.52
995,Cheese - Valancey,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,35.71
996,Bread - Corn Muffaleta Onion,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,87.73
997,"Vodka - Lemon, Absolut",amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,54.28
998,Latex Rubber Gloves Size 9,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,35.79
999,Chocolate - Unsweetened,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,27.68
1000,Wine - Jackson Triggs Okonagan,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,52.21
